"full_name","a","e","i","om","w","q","ad","per_y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
"       (2017 UQ51)",1.855,0.4839,4.28,49.12,244.95,0.957,2.75,2.53,1832,0,123,,,20.68
"       (2017 VD)",2.503,0.8172,8.38,225.77,71.23,0.458,4.55,3.96,1487,0,243,,,20.87
"       (2017 VV)",1.807,0.5403,18.92,56.28,244.31,0.831,2.78,2.43,2067,0,162,,,20.45
"       (2017 VJ1)",1.705,0.6023,26.13,63.39,72.45,0.678,2.73,2.23,28,8,35,,,21.60
"       (2017 VX1)",1.947,0.5254,8.66,298.93,198.21,0.924,2.97,2.72,669,1,143,,,20.10
"       (2017 VR12)",1.369,0.2692,9.22,347.25,180.83,1.001,1.74,1.6,4957,0,422,5,1,20.66
"       (2017 VW13)",2.166,0.5559,11.49,45.67,337.13,0.962,3.37,3.19,214,4,277,,,20.63
"       (2017 VO15)",1.889,0.4803,26.07,80.36,19.03,0.982,2.80,2.6,2019,0,182,,,19.58
"       (2017 WG2)",1.124,0.5782,14.55,101.33,103.21,0.474,1.77,1.19,2224,0,170,,,20.20
"       (2017 WX12)",2.173,0.5624,12.49,84.43,34.20,0.951,3.39,3.2,118,2,213,4,4,22.12
"       (2017 WV13)",1.289,0.6770,12.09,253.64,298.21,0.416,2.16,1.46,1087,0,129,,,21.20
"       (2017 WK14)",2.129,0.5758,6.23,215.15,148.19,0.903,3.35,3.11,1326,0,86,,,21.80
"       (2017 WC15)",1.752,0.5087,36.01,31.30,243.05,0.861,2.64,2.32,3356,0,82,,,19.21
"       (2017 WN16)",1.274,0.5365,30.64,246.83,79.03,0.590,1.96,1.44,57,5,63,,,21.55
"       (2017 WN28)",1.723,0.4142,10.07,327.20,11.43,1.009,2.44,2.26,2579,1,63,,,19.80
"       (2017 XC)",2.374,0.6008,33.64,48.44,318.64,0.948,3.80,3.66,1437,0,71,,,20.02
"       (2017 XA1)",0.8094,0.2016,17.18,239.62,327.62,0.646,0.97,0.728,1084,1,30,,,21.30
"       (2017 XL2)",1.994,0.6637,16.93,266.30,82.15,0.671,3.32,2.82,925,0,157,,,21.30
"       (2017 YH1)",1.808,0.5238,15.82,87.05,307.90,0.861,2.76,2.43,1648,0,256,,,21.24
"       (2017 YR1)",2.47,0.6224,17.89,274.19,140.61,0.933,4.01,3.88,3107,0,140,,,19.98
"       (2017 YE5)",2.821,0.7086,6.22,103.89,110.82,0.822,4.82,4.74,1825,0,355,5,3,19.30
"       (2017 YS8)",0.8657,0.3827,32.30,321.31,303.26,0.534,1.20,0.805,1532,0,224,,,19.68
"       (2018 AT)",1.691,0.3993,13.38,355.76,21.52,1.016,2.37,2.2,1228,1,67,,,20.59
"       (2018 AE2)",2.205,0.5444,35.79,338.56,192.25,1.005,3.41,3.27,1131,1,91,,,19.95
"       (2018 AJ12)",2.38,0.7377,11.51,96.31,286.21,0.624,4.14,3.67,1672,2,85,,,18.97
"       (2018 AM12)",0.9171,0.1162,21.67,288.84,51.06,0.811,1.02,0.878,2928,1,125,,,21.16
"       (2018 BO1)",1.678,0.4447,11.27,350.61,23.13,0.931,2.42,2.17,1430,1,43,,,20.66
"       (2018 BY2)",1.641,0.3814,9.00,202.42,330.25,1.015,2.27,2.1,2677,0,691,,,20.47
"       (2018 BZ2)",2.172,0.5990,11.82,244.11,150.64,0.871,3.47,3.2,6731,0,122,,,20.39
"       (2018 BM3)",1.117,0.5106,19.62,105.45,250.80,0.547,1.69,1.18,1619,1,46,,,21.92
"       (2018 BD6)",2.42,0.5747,48.89,130.74,351.30,1.029,3.81,3.76,34,7,52,,,20.80
"       (2018 BT6)",2.25,0.8276,3.00,307.03,72.13,0.388,4.11,3.38,2319,1,197,,,21.30
"       (2018 BA7)",1.477,0.4923,18.37,322.37,67.84,0.750,2.20,1.79,3554,0,280,,,18.79
"       (2018 CZ2)",2.179,0.6727,5.42,120.49,117.99,0.713,3.64,3.22,1348,1,76,,,21.40
"       (2018 DA1)",1.207,0.7273,25.49,139.91,233.94,0.329,2.09,1.33,5848,0,113,,,18.86
"       (2018 DH1)",2.095,0.6036,1.97,146.05,97.41,0.830,3.36,3.03,3511,0,462,3,2,21.14
"       (2018 EB)",1.017,0.0122,29.44,194.55,126.78,1.004,1.03,1.03,1263,0,308,8,8,21.88
"       (2018 EE)",2.815,0.6519,3.89,109.32,35.09,0.980,4.65,4.72,220,4,251,,,21.77
"       (2018 EM2)",2.027,0.4822,6.54,64.49,188.74,1.050,3.00,2.89,2400,0,144,,,20.66
"       (2018 ED4)",2.656,0.6266,14.75,274.20,350.15,0.992,4.32,4.33,227,4,52,,,19.65
"       (2018 EJ4)",1.257,0.1834,10.39,78.08,188.25,1.026,1.49,1.41,3662,0,517,1,1,21.37
"       (2018 FS3)",1.882,0.4857,4.33,188.57,69.32,0.968,2.80,2.58,2001,0,307,,,21.49
"       (2018 FJ4)",1.479,0.3866,1.23,223.89,88.87,0.907,2.05,1.8,6821,0,147,,,21.21
"       (2018 FJ5)",2.487,0.8567,18.26,124.22,287.71,0.356,4.62,3.92,1459,0,121,,,20.13
"       (2018 FO5)",1.66,0.4349,9.13,236.96,41.29,0.938,2.38,2.14,1436,0,109,,,20.53
"       (2018 GM)",1.669,0.5523,33.06,18.85,255.77,0.747,2.59,2.16,923,0,167,,,21.60
"       (2018 GJ1)",1.804,0.5517,6.80,38.30,250.62,0.809,2.80,2.42,2057,1,274,,,20.80
"       (2018 GG2)",2.236,0.7104,43.32,195.08,278.48,0.648,3.83,3.34,2510,0,153,,,19.26
"       (2018 HQ)",1.81,0.5786,13.75,9.04,294.96,0.763,2.86,2.44,53,6,44,,,21.53
"       (2018 HL2)",1.671,0.4681,33.46,45.90,233.17,0.889,2.45,2.16,690,2,92,,,21.30
"       (2018 JA)",1.421,0.2972,28.15,63.51,197.87,0.998,1.84,1.69,3523,0,197,,,20.46
"       (2018 JD2)",1.823,0.8823,51.03,54.51,313.25,0.215,3.43,2.46,3691,0,269,,,19.02
"       (2018 JK3)",0.9541,0.2782,43.23,64.58,305.10,0.689,1.22,0.932,16,7,128,,,21.69
"       (2018 JD5)",2.35,0.5536,3.63,269.36,30.99,1.049,3.65,3.6,1749,1,145,,,18.84
"       (2018 KB1)",1.666,0.3739,12.13,107.27,171.72,1.043,2.29,2.15,731,1,124,,,20.60
"       (2018 LK)",1.068,0.3166,13.93,85.16,279.94,0.730,1.41,1.1,992,1,185,2,1,21.75
"       (2018 LB1)",2.782,0.6457,1.18,313.88,23.12,0.986,4.58,4.64,216,4,136,,,20.11
"       (2018 LL2)",2.629,0.6012,19.78,209.63,7.73,1.049,4.21,4.26,114,5,137,,,19.92
"       (2018 LF5)",2.791,0.6189,41.14,100.62,181.19,1.064,4.52,4.66,149,5,239,,,20.20
"       (2018 LZ13)",1.355,0.2997,66.41,279.68,171.11,0.949,1.76,1.58,735,1,44,,,20.57
"       (2018 LG16)",1.551,0.3540,22.94,77.35,0.30,1.002,2.10,1.93,4657,1,32,,,20.05
"       (2018 MV4)",1.251,0.2424,26.11,109.59,344.71,0.948,1.55,1.4,2552,1,72,,,20.86
"       (2018 MR5)",2.075,0.7166,2.76,325.99,205.49,0.588,3.56,2.99,3550,0,72,,,21.07
"       (2018 MW6)",3.389,0.7740,10.26,240.34,120.95,0.766,6.01,6.24,178,3,177,,,19.45
"       (2018 MY6)",0.9051,0.1543,49.99,94.09,351.75,0.766,1.04,0.861,2220,0,106,,,21.38
"       (2018 MG7)",0.9124,0.3273,25.11,270.55,132.29,0.614,1.21,0.872,1741,1,163,,,21.39
"       (2018 NC)",2.057,0.6011,6.70,128.01,75.50,0.820,3.29,2.95,2229,0,253,,,20.52
"       (2018 NY14)",1.261,0.7719,25.19,141.12,315.60,0.288,2.24,1.42,1794,2,83,,,20.26
"       (2018 NF15)",1.654,0.5490,3.27,13.70,32.30,0.746,2.56,2.13,970,1,23,,,21.92
"       (2018 OB1)",3.178,0.6911,4.34,174.59,225.08,0.982,5.37,5.67,185,4,69,,,20.80
"       (2018 PQ23)",2.166,0.6124,18.57,354.48,45.29,0.839,3.49,3.19,2238,0,129,,,19.15
"       (2018 PK24)",1.944,0.6614,6.70,320.54,119.97,0.658,3.23,2.71,37,6,73,,,21.82
"       (2018 PP29)",3.193,0.7431,20.59,119.40,301.55,0.820,5.56,5.7,27,8,17,,,21.60
"       (2018 QT)",2.277,0.6126,1.32,354.56,64.93,0.882,3.67,3.43,2789,0,175,,,20.92
"       (2018 QN1)",2.282,0.5568,6.39,63.66,325.46,1.012,3.55,3.45,161,4,198,,,21.48
"       (2018 RB)",1.951,0.7324,4.56,349.14,244.37,0.522,3.38,2.72,888,1,253,,,21.80
"       (2018 RB7)",2.416,0.6687,5.30,115.50,314.35,0.800,4.03,3.75,45,6,30,,,21.70
"       (2018 RJ7)",2.674,0.6447,4.05,135.96,296.37,0.950,4.40,4.37,191,4,192,,,21.43
"       (2018 SX2)",1.353,0.2967,10.74,351.09,338.29,0.951,1.75,1.57,1915,0,116,,,20.82
"       (2018 SK3)",2.602,0.7010,34.03,353.27,124.83,0.778,4.43,4.2,1754,0,184,,,18.87
"       (2018 TO1)",1.535,0.3960,3.65,91.20,218.64,0.927,2.14,1.9,1518,0,165,,,21.70
"       (2018 TY2)",2.288,0.8420,4.61,272.86,249.22,0.362,4.21,3.46,5168,0,156,,,19.04
"       (2018 TF3)",2.132,0.7173,6.87,51.55,76.62,0.603,3.66,3.11,2205,0,411,1,1,20.51
"       (2018 UY)",1.249,0.5313,1.75,72.44,114.62,0.585,1.91,1.4,5746,0,184,3,1,20.72
"       (2018 UA1)",2.528,0.6244,18.45,358.94,348.31,0.950,4.11,4.02,4425,0,229,,,19.90
"       (2018 UQ1)",1.614,0.4915,1.62,254.30,220.05,0.821,2.41,2.05,1642,0,310,2,2,21.95
"       (2018 UC2)",1.576,0.4101,31.32,209.66,134.69,0.930,2.22,1.98,2393,0,247,,,21.90
"       (2018 VG3)",1.509,0.6502,6.00,355.94,283.58,0.528,2.49,1.85,1196,2,117,,,20.89
"       (2018 WR1)",2.252,0.6461,15.17,274.59,244.86,0.797,3.71,3.38,185,3,183,,,20.30
"       (2018 WP2)",1.943,0.5222,7.90,55.06,309.60,0.929,2.96,2.71,39,6,85,,,21.80
"       (2018 WE3)",2.728,0.6610,8.71,240.66,159.47,0.925,4.53,4.51,215,4,56,,,20.95
"       (2018 XR)",2.155,0.6656,20.53,78.22,114.56,0.721,3.59,3.16,2849,0,303,4,1,18.58
"       (2018 XY3)",2.102,0.6197,20.29,80.69,108.35,0.799,3.40,3.05,2466,0,102,,,19.72
"       (2018 XG5)",2.433,0.6234,12.92,215.49,320.63,0.916,3.95,3.8,1621,0,461,2,0,20.30
"       (2018 XV5)",2.585,0.6335,11.23,154.89,161.18,0.947,4.22,4.16,10802,0,1123,,,17.71
"       (2018 YH)",1.119,0.2639,11.92,320.48,245.74,0.824,1.41,1.18,2240,0,71,,,21.70
"       (2018 YJ2)",1.161,0.4039,6.51,65.07,293.41,0.692,1.63,1.25,3937,0,185,,,21.72
"       (2019 AV2)",2.459,0.6467,9.01,119.69,54.41,0.869,4.05,3.86,1649,0,192,1,2,21.33
"       (2019 AZ2)",2.458,0.8833,7.33,83.76,255.25,0.287,4.63,3.85,12,8,95,,,21.60
"       (2019 AW4)",2.25,0.6183,14.37,153.46,56.84,0.859,3.64,3.38,198,4,115,,,21.27
"       (2019 AN5)",1.608,0.4139,2.02,276.44,98.57,0.942,2.27,2.04,3602,0,640,,,21.07
"       (2019 AP6)",0.7396,0.4111,7.07,327.29,325.04,0.435,1.04,0.636,755,2,116,,,21.20
"       (2019 AN7)",1.192,0.8483,23.77,295.47,325.58,0.181,2.20,1.3,10,9,40,,,21.75
"       (2019 AG13)",2.062,0.6041,11.15,264.99,300.42,0.816,3.31,2.96,3292,0,54,,,21.90
"       (2019 BK)",2.055,0.7282,4.13,264.46,121.17,0.558,3.55,2.95,2203,0,155,,,21.04
"       (2019 BC1)",2.531,0.6345,17.75,118.16,328.76,0.925,4.14,4.03,4589,0,161,,,20.25
"       (2019 BP1)",2.55,0.6302,23.73,34.33,18.05,0.943,4.16,4.07,2940,0,79,,,19.80
"       (2019 BG2)",1.265,0.2760,14.22,328.98,65.57,0.916,1.61,1.42,927,1,113,,,21.90
"       (2019 BT2)",1.082,0.4924,19.94,306.75,65.72,0.549,1.62,1.13,3691,1,81,,,20.50
"       (2019 BF5)",1.68,0.7394,24.52,312.21,68.78,0.438,2.92,2.18,800,0,164,,,21.50
"       (2019 CH1)",1.335,0.7140,10.87,296.44,73.57,0.382,2.29,1.54,2216,1,77,,,21.22
"       (2019 CT1)",1.561,0.3545,19.25,325.06,152.44,1.008,2.11,1.95,691,0,204,0,1,21.96
"       (2019 CU1)",1.781,0.5171,1.76,344.48,100.67,0.860,2.70,2.38,4336,0,104,,,21.36
"       (2019 CD2)",2.452,0.7480,6.74,304.81,113.52,0.618,4.29,3.84,1302,0,233,,,20.02
"       (2019 CE4)",2.85,0.6604,20.69,38.59,347.11,0.968,4.73,4.81,2054,0,375,,,17.77
"       (2019 CC5)",1.843,0.6052,7.49,131.22,295.54,0.728,2.96,2.5,3669,0,137,,,21.97
"       (2019 CD5)",2.32,0.6668,2.54,31.84,212.36,0.773,3.87,3.53,46,2,176,3,2,22.00
"       (2019 DD2)",2.044,0.5119,36.56,178.95,30.24,0.998,3.09,2.92,3299,2,31,,,21.16
"       (2019 EN)",2.178,0.6210,9.73,192.45,47.29,0.826,3.53,3.21,260,3,302,1,1,21.24
"       (2019 EU2)",2.432,0.6673,15.59,198.93,246.46,0.809,4.05,3.79,256,4,74,,,21.01
"       (2019 FH)",1.528,0.7743,3.86,255.15,152.34,0.345,2.71,1.89,1941,0,198,,,20.19
"       (2019 FJ)",0.7623,0.6128,44.43,156.90,150.21,0.295,1.23,0.666,1496,1,98,,,19.09
"       (2019 FZ)",0.8774,0.6287,27.66,192.45,139.94,0.326,1.43,0.822,1424,2,177,,,21.36
"       (2019 FM2)",0.9739,0.2690,27.99,358.84,75.36,0.712,1.24,0.961,658,2,78,,,20.61
"       (2019 GD1)",2.614,0.8007,3.56,197.57,237.23,0.521,4.71,4.23,81,5,77,,,20.17
"       (2019 GT3)",2.37,0.6205,2.34,225.06,69.81,0.899,3.84,3.65,4038,0,488,1,0,20.99
"       (2019 HN)",1.864,0.6356,34.75,207.39,81.70,0.679,3.05,2.54,1988,0,62,,,20.51
"       (2019 HH4)",1.532,0.3872,33.86,211.46,150.69,0.939,2.12,1.9,7112,0,155,5,3,19.81
"       (2019 JB1)",2.004,0.7751,19.92,54.16,288.79,0.451,3.56,2.84,39,6,169,,,20.94
"       (2019 KB4)",1.89,0.4516,17.51,134.76,192.06,1.037,2.74,2.6,4806,0,158,,,19.89
"       (2019 KQ5)",1.689,0.6012,4.91,246.43,238.68,0.674,2.71,2.2,986,2,20,,,21.70
"       (2019 LG1)",1.126,0.3594,18.00,248.78,103.39,0.721,1.53,1.2,2331,1,37,,,20.80
"       (2019 LZ1)",2.233,0.9258,9.49,220.77,223.21,0.166,4.30,3.34,1134,2,38,,,19.84
"       (2019 LX4)",1.462,0.3074,2.94,269.97,68.70,1.013,1.91,1.77,1748,0,183,,,21.76
"       (2019 LH5)",1.604,0.7058,3.00,120.69,269.29,0.472,2.74,2.03,1493,0,255,4,2,20.49
"       (2019 LG6)",2.278,0.7373,16.90,95.85,260.59,0.599,3.96,3.44,5,9,55,,,21.80
"       (2019 MF1)",1.536,0.3189,9.76,285.27,5.35,1.046,2.03,1.9,1669,1,122,0,1,21.75
"       (2019 MS3)",2.63,0.7202,8.61,138.99,231.55,0.736,4.52,4.26,251,4,100,,,20.41
"       (2019 NA)",1.98,0.5686,7.77,207.23,141.30,0.854,3.11,2.79,149,5,54,,,21.86
"       (2019 NA2)",1.821,0.6364,33.87,78.83,284.91,0.662,2.98,2.46,1826,0,34,,,20.83
"       (2019 NE2)",1.73,0.7291,8.48,267.88,124.20,0.469,2.99,2.27,987,1,211,1,1,21.09
"       (2019 NY2)",1.749,0.4413,11.35,139.78,199.67,0.977,2.52,2.31,253,4,45,,,21.20
"       (2019 NO4)",1.517,0.6560,12.81,127.98,269.20,0.522,2.51,1.87,13,8,40,,,22.00
"       (2019 ND7)",1.148,0.5751,34.48,297.37,114.75,0.488,1.81,1.23,241,3,38,,,21.45
"       (2019 OO)",1.635,0.5024,32.67,132.08,253.02,0.814,2.46,2.09,936,0,81,,,21.23
"       (2019 OT)",1.712,0.5488,47.23,302.13,285.40,0.772,2.65,2.24,545,2,293,,,20.59
"       (2019 OM1)",1.897,0.5983,6.17,346.66,52.70,0.762,3.03,2.61,280,4,59,,,21.12
"       (2019 OR1)",0.9598,0.3800,18.28,236.83,297.66,0.595,1.32,0.94,1542,1,463,,,21.07
"       (2019 OQ2)",1.448,0.6032,4.11,200.39,256.85,0.575,2.32,1.74,2613,0,91,,,20.24
"       (2019 OY3)",1.858,0.4728,48.65,297.42,350.86,0.980,2.74,2.53,3195,0,130,,,19.50
"       (2019 PG1)",2.457,0.5940,20.38,281.56,13.62,0.997,3.92,3.85,1402,0,68,,,20.62
"       (2019 QG)",0.8219,0.2384,12.63,290.21,216.10,0.626,1.02,0.745,4416,1,77,,,21.36
"       (2019 QT)",2.218,0.8286,4.43,236.48,215.01,0.380,4.06,3.3,3656,0,69,,,20.83
"       (2019 QX)",2.156,0.6291,27.15,316.60,119.08,0.800,3.51,3.17,1319,0,94,,,19.75
"       (2019 QY1)",1.746,0.4702,27.42,236.05,156.84,0.925,2.57,2.31,2547,0,72,0,1,20.80
"       (2019 QD2)",1.804,0.4600,11.96,271.68,18.31,0.974,2.63,2.42,1759,0,77,,,21.60
"       (2019 QD6)",2.815,0.6566,14.57,35.81,10.88,0.967,4.66,4.72,152,5,48,,,21.77
"       (2019 RC)",2.048,0.5082,22.89,175.05,202.28,1.007,3.09,2.93,2268,0,197,1,1,21.90
"       (2019 RW)",2.286,0.5835,4.86,309.46,312.17,0.952,3.62,3.46,52,6,41,,,22.00
"       (2019 RU3)",1.628,0.7760,34.25,40.09,110.82,0.365,2.89,2.08,2622,0,260,,,17.94
"       (2019 RV3)",2.243,0.6105,6.97,352.20,126.06,0.874,3.61,3.36,1085,1,50,,,19.94
"       (2019 SH)",1.217,0.4748,45.13,179.15,273.02,0.639,1.80,1.34,5,8,128,,,21.91
"       (2019 TP1)",1.296,0.2693,25.22,12.04,126.30,0.947,1.64,1.48,2413,0,133,,,21.18
"       (2019 UK)",0.8828,0.3841,21.70,206.39,318.85,0.544,1.22,0.829,1815,1,37,,,21.94
"       (2019 UO)",2.652,0.6380,5.70,277.60,184.96,0.960,4.34,4.32,202,3,482,1,0,20.03
"       (2019 UC4)",2.485,0.6451,8.60,249.61,203.69,0.882,4.09,3.92,1517,0,78,,,21.24
"       (2019 UT6)",1.589,0.5045,2.40,84.86,44.41,0.787,2.39,2,1512,0,239,,,21.92
"       (2019 UO9)",1.912,0.5805,5.49,7.55,148.46,0.802,3.02,2.64,3212,1,167,,,19.78
"       (2019 US10)",1.453,0.3854,26.94,43.25,304.15,0.893,2.01,1.75,2615,0,52,,,20.68
"       (2019 UN12)",2.257,0.8460,5.19,222.59,301.75,0.348,4.17,3.39,1362,0,150,1,1,21.86
"       (2019 UX13)",1.519,0.3271,12.49,188.57,155.17,1.022,2.02,1.87,992,1,109,,,21.41
"       (2019 VD2)",1.972,0.7355,33.50,38.77,257.10,0.521,3.42,2.77,904,2,57,,,21.31
"       (2019 VL4)",2.038,0.8401,10.30,260.16,288.01,0.326,3.75,2.91,2991,0,144,,,19.69
"       (2019 VF6)",1.23,0.4392,14.91,102.17,89.18,0.690,1.77,1.36,1742,0,97,,,21.15
"       (2019 VG6)",1.513,0.4137,8.60,304.32,219.19,0.887,2.14,1.86,1714,0,155,,,21.23
"       (2019 WF3)",2.335,0.5727,12.86,296.44,204.19,0.998,3.67,3.57,123,5,126,,,21.06
"       (2019 WL4)",1.193,0.5580,4.87,186.24,99.92,0.527,1.86,1.3,3289,2,43,,,21.61
"       (2019 WW4)",2.231,0.5530,9.43,330.69,22.73,0.997,3.46,3.33,3660,0,69,,,19.59
"       (2019 WX4)",1.952,0.6272,29.46,78.33,74.52,0.728,3.18,2.73,4018,0,70,,,21.00
"       (2019 WD5)",1.63,0.5427,4.75,311.98,228.37,0.745,2.51,2.08,1667,0,95,,,21.91
"       (2019 WJ5)",2.311,0.7440,5.38,207.66,104.52,0.592,4.03,3.51,22,7,27,,,21.40
"       (2019 WQ19)",1.387,0.5814,29.99,240.24,272.80,0.580,2.19,1.63,4780,0,39,,,20.79
"       (2019 XE1)",1.936,0.6133,30.30,291.95,244.93,0.749,3.12,2.69,6997,0,65,,,19.70
"       (2019 XO2)",1.486,0.3554,28.54,68.18,342.60,0.958,2.01,1.81,2534,0,61,,,21.09
"       (2019 XA3)",2.764,0.6293,24.09,31.48,0.39,1.025,4.50,4.6,183,4,66,,,19.00
"       (2019 XK3)",2.378,0.7156,5.59,88.09,232.41,0.676,4.08,3.67,264,4,35,,,20.80
"       (2019 XQ3)",1.237,0.2601,50.96,88.48,52.18,0.915,1.56,1.38,5477,0,55,1,1,20.67
"       (2019 YZ3)",1.754,0.5958,23.38,275.41,257.65,0.709,2.80,2.32,2744,0,80,,,21.25
"       (2019 YX6)",3.514,0.8916,1.85,317.96,18.22,0.381,6.65,6.59,17,8,234,,,21.88
"       (2020 AD3)",0.9828,0.5947,2.64,268.42,73.84,0.398,1.57,0.974,1515,1,247,,,21.61
"       (2020 AN3)",2.165,0.5508,26.26,294.39,167.73,0.972,3.36,3.18,1053,1,168,,,20.53
"       (2020 BX)",1.466,0.4088,20.95,92.59,130.76,0.867,2.07,1.77,3,9,22,,,22.00
"       (2020 BE1)",1.715,0.5035,30.11,103.44,111.72,0.852,2.58,2.25,4204,0,45,,,21.56
"       (2020 BJ4)",2.819,0.6707,5.62,10.53,199.17,0.928,4.71,4.73,184,4,57,,,21.89
"       (2020 BC6)",1.86,0.7096,6.30,272.45,98.46,0.540,3.18,2.54,2119,0,72,,,20.78
"       (2020 BC8)",2.313,0.7488,7.37,318.38,252.85,0.581,4.05,3.52,265,5,61,,,20.00
"       (2020 BN10)",0.9278,0.3443,20.52,185.76,68.99,0.608,1.25,0.894,3750,2,57,,,20.99
"       (2020 BX12)",1.6,0.5273,40.06,132.85,70.51,0.757,2.44,2.02,3664,0,173,1,1,20.63
"       (2020 BF14)",1.284,0.4752,36.14,349.26,83.41,0.674,1.89,1.45,3338,0,48,,,18.76
"       (2020 BW14)",2.692,0.6528,15.99,21.46,28.02,0.935,4.45,4.42,1552,2,132,,,18.30
"       (2020 BB15)",1.718,0.4141,5.31,16.18,177.77,1.007,2.43,2.25,150,5,39,,,21.86
"       (2020 CL1)",0.7245,0.3919,45.48,325.89,9.72,0.441,1.01,0.617,5890,0,135,,,19.95
"       (2020 CB2)",0.8556,0.2807,27.14,1.01,50.17,0.615,1.10,0.791,3,9,13,,,20.20
"       (2020 DY1)",2.539,0.6311,1.32,279.24,291.23,0.937,4.14,4.05,1625,0,85,,,21.90
"       (2020 DP2)",2.632,0.7913,14.07,150.15,270.95,0.549,4.71,4.27,34,7,188,,,21.50
"       (2020 DR2)",2.283,0.6910,19.73,168.95,252.56,0.705,3.86,3.45,6230,0,307,,,18.80
"       (2020 DC3)",2.01,0.8353,3.62,16.82,20.06,0.331,3.69,2.85,1150,1,137,,,21.95
"       (2020 DT3)",2.25,0.6078,3.27,207.47,27.94,0.882,3.62,3.37,178,3,345,2,1,21.21
"       (2020 DM4)",1.888,0.4556,4.11,6.73,222.76,1.028,2.75,2.59,179,4,355,,,21.73
"       (2020 DB5)",2.135,0.5186,11.70,77.75,189.07,1.028,3.24,3.12,3264,0,1179,2,0,19.21
"       (2020 EN)",2.059,0.5538,7.75,113.05,300.30,0.919,3.20,2.96,2908,1,72,,,18.12
"       (2020 FO1)",2.304,0.8184,2.87,35.67,262.45,0.418,4.19,3.5,25,7,58,,,21.20
"       (2020 FR1)",1.406,0.6150,13.12,26.43,255.82,0.542,2.27,1.67,24,7,58,,,21.12
"       (2020 FH2)",1.816,0.4935,7.99,55.66,51.89,0.920,2.71,2.45,1810,0,146,,,21.10
"       (2020 FR3)",1.973,0.6475,8.87,174.62,261.66,0.696,3.25,2.77,19,8,81,,,20.70
"       (2020 FW4)",2.298,0.6947,5.13,50.19,222.67,0.701,3.89,3.48,18,7,299,,,21.70
"       (2020 FX4)",2.448,0.5933,9.87,155.18,357.23,0.996,3.90,3.83,195,4,125,,,21.73
"       (2020 FA5)",1.915,0.8009,6.56,39.36,242.15,0.381,3.45,2.65,55,6,22,,,21.14
"       (2020 FO5)",3.275,0.8899,7.41,227.20,79.50,0.361,6.19,5.93,24,7,92,,,20.55
"       (2020 FM6)",1.364,0.4938,14.99,30.46,276.08,0.690,2.04,1.59,1352,0,204,,,21.94
"       (2020 FZ6)",2.315,0.7446,3.25,258.99,32.82,0.591,4.04,3.52,36,6,33,,,21.30
"       (2020 GA2)",1.282,0.4268,42.98,22.90,93.00,0.735,1.83,1.45,4607,1,269,,,21.14
"       (2020 HJ4)",2.069,0.5766,1.22,105.20,233.29,0.876,3.26,2.98,3545,0,82,,,20.14
"       (2020 HD6)",2.423,0.6369,8.13,351.40,335.27,0.880,3.97,3.77,1542,0,68,,,19.81
"       (2020 JU)",0.9389,0.0861,10.70,259.04,167.06,0.858,1.02,0.91,184,3,303,,,20.83
"       (2020 JV)",2.253,0.6378,3.24,280.09,238.66,0.816,3.69,3.38,244,4,113,,,21.40
"       (2020 JC3)",2.464,0.6720,5.19,259.92,241.84,0.808,4.12,3.87,1455,0,61,,,21.58
"       (2020 KT2)",2.453,0.6389,8.55,106.22,211.44,0.886,4.02,3.84,207,4,53,,,21.70
"       (2020 KN3)",3.052,0.7169,9.33,199.06,152.02,0.864,5.24,5.33,206,4,62,,,19.60
"       (2020 KO3)",1.866,0.5042,11.79,122.39,213.43,0.925,2.81,2.55,3198,1,56,,,20.24
"       (2020 KR4)",1.833,0.9047,14.95,80.15,314.76,0.175,3.49,2.48,2854,0,81,,,21.06
"       (2020 KK5)",0.9322,0.6337,15.15,83.25,325.07,0.341,1.52,0.9,714,2,46,,,21.93
"       (2020 KG6)",1.13,0.8310,22.45,264.06,134.98,0.191,2.07,1.2,3234,1,63,,,19.31
"       (2020 LG1)",2.785,0.6532,21.05,137.28,208.34,0.966,4.60,4.65,227,5,67,,,20.11
"       (2020 LM1)",2.39,0.6077,17.35,75.34,135.10,0.938,3.84,3.69,8,9,39,,,21.49
"       (2020 LG2)",1.877,0.4466,14.17,273.03,7.79,1.039,2.71,2.57,90,6,73,,,22.00
"       (2020 MA3)",2.51,0.7019,16.55,69.33,302.74,0.748,4.27,3.98,3166,0,46,,,18.93
"       (2020 MZ3)",2.631,0.6566,5.25,132.99,250.73,0.903,4.36,4.27,256,3,178,,,19.90
"       (2020 ND)",2.413,0.5883,17.42,117.97,214.74,0.993,3.83,3.75,185,4,179,,,21.84
"       (2020 NK1)",1.393,0.6472,45.44,311.08,107.90,0.491,2.29,1.64,4928,0,135,1,2,18.95
"       (2020 OM1)",1.19,0.2129,18.58,158.13,18.49,0.937,1.44,1.3,3325,0,135,,,20.90
"       (2020 ON3)",1.713,0.5768,27.09,127.57,258.09,0.725,2.70,2.24,202,4,26,,,21.60
"       (2020 OP3)",1.29,0.2703,29.53,309.02,147.75,0.941,1.64,1.46,1362,0,51,,,20.95
"       (2020 OT6)",0.9425,0.3780,22.27,121.93,60.83,0.586,1.30,0.915,4508,0,66,,,20.10
