"full_name","a","e","i","om","w","q","ad","per_y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
"   433 Eros (A898 PA)",1.458,0.2227,10.83,304.27,178.91,1.133,1.78,1.76,46582,0,9130,4,2,10.41
"   719 Albert (A911 TB)",2.636,0.5468,11.58,183.86,156.22,1.195,4.08,4.28,41042,0,2076,,,15.59
"   887 Alinda (A918 AA)",2.473,0.5711,9.40,110.42,350.47,1.060,3.88,3.89,38960,0,3726,,,13.88
"  1036 Ganymed (A924 UB)",2.665,0.5328,26.69,215.49,132.50,1.245,4.09,4.35,36507,0,11046,0,1,9.25
"  1221 Amor (1932 EA1)",1.92,0.4347,11.87,171.26,26.72,1.085,2.75,2.66,33450,0,622,,,17.38
"  1566 Icarus (1949 MA)",1.078,0.8270,22.80,87.95,31.43,0.187,1.97,1.12,27425,0,1755,10,13,16.57
"  1580 Betulia (1950 KA)",2.195,0.4876,52.19,62.23,159.73,1.125,3.27,3.25,26273,0,1780,5,6,14.69
"  1620 Geographos (1951 RA)",1.246,0.3356,13.34,337.15,277.01,0.828,1.66,1.39,26433,0,8159,3,4,15.27
"  1627 Ivar (1929 SH)",1.863,0.3970,8.45,133.08,167.84,1.124,2.60,2.54,34707,0,13353,3,1,12.84
"  1685 Toro (1948 OA)",1.368,0.4361,9.38,274.21,127.27,0.771,1.96,1.6,27770,0,5575,7,2,14.28
"  1862 Apollo (1932 HA)",1.471,0.5599,6.35,35.56,286.03,0.647,2.29,1.78,34041,0,3461,8,9,16.08
"  1863 Antinous (1948 EA)",2.261,0.6063,18.35,346.00,268.57,0.890,3.63,3.4,27693,0,1369,,,15.45
"  1864 Daedalus (1971 FA)",1.461,0.6143,22.21,6.61,325.66,0.564,2.36,1.77,19551,0,5977,1,0,14.86
"  1865 Cerberus (1971 UA)",1.08,0.4668,16.10,212.89,325.29,0.576,1.58,1.12,19321,0,2359,,,16.79
"  1866 Sisyphus (1972 XA)",1.894,0.5380,41.21,63.45,293.12,0.875,2.91,2.61,25445,0,9077,0,1,12.52
"  1915 Quetzalcoatl (1953 EA)",2.544,0.5703,20.40,162.93,347.77,1.093,4.00,4.06,24702,0,55,0,1,18.38
"  1916 Boreas (1953 RA)",2.273,0.4493,12.88,340.60,335.86,1.252,3.29,3.43,25812,0,2339,,,14.95
"  1917 Cuyo (1968 AA)",2.149,0.5057,23.96,188.28,194.56,1.062,3.24,3.15,25716,0,3651,0,2,14.41
"  1943 Anteros (1973 EC)",1.43,0.2561,8.71,246.30,338.46,1.064,1.80,1.71,18659,0,5761,,,15.70
"  1980 Tezcatlipoca (1950 LA)",1.71,0.3647,26.87,246.54,115.51,1.086,2.33,2.24,27136,0,7536,,,13.85
"  1981 Midas (1973 EA)",1.776,0.6505,39.82,356.80,267.84,0.621,2.93,2.37,18496,0,1203,12,1,15.28
"  2059 Baboquivari (1963 UA)",2.642,0.5318,11.02,200.69,192.45,1.237,4.05,4.29,21402,0,1600,,,15.98
"  2061 Anza (1960 UA)",2.265,0.5356,3.80,207.36,157.09,1.052,3.48,3.41,23237,0,1902,,,16.70
"  2062 Aten (1976 AA)",0.967,0.1829,18.93,108.53,148.06,0.790,1.14,0.951,23339,0,1024,5,2,17.11
"  2063 Bacchus (1977 HB)",1.078,0.3494,9.44,33.04,55.34,0.701,1.45,1.12,17237,0,1482,7,5,17.21
"  2100 Ra-Shalom (1978 RA)",0.832,0.4365,15.75,170.78,356.08,0.469,1.20,0.759,17463,0,3209,9,2,16.23
"  2101 Adonis (1936 CA)",1.874,0.7642,1.32,349.43,43.69,0.442,3.31,2.57,30790,0,123,0,5,18.72
"  2102 Tantalus (1975 YA)",1.29,0.2993,64.00,94.35,61.52,0.904,1.68,1.47,17388,0,2148,1,0,16.00
"  2135 Aristaeus (1977 HA)",1.6,0.5030,23.07,191.11,290.97,0.795,2.40,2.02,15749,1,61,,,18.05
"  2201 Oljato (1947 XC)",2.179,0.7107,2.52,74.87,98.37,0.630,3.73,3.22,33908,0,1421,0,5,15.36
"  2202 Pele (1972 RA)",2.291,0.5128,8.74,169.91,217.99,1.116,3.47,3.47,19020,0,883,,,17.15
"  2212 Hephaistos (1978 SB)",2.166,0.8361,11.31,27.01,210.05,0.355,3.98,3.19,16806,0,4277,,,13.51
"  2329 Orthos (1976 WA)",2.41,0.6533,24.46,169.28,146.05,0.836,3.99,3.74,17482,0,1981,,,14.57
"  2340 Hathor (1976 UA)",0.8438,0.4500,5.86,211.29,40.10,0.464,1.22,0.775,16477,0,572,4,3,20.43
"  2368 Beltrovata (1977 RA)",2.105,0.4135,5.22,287.29,43.07,1.234,2.97,3.05,16999,0,2205,,,15.15
"  2608 Seneca (1978 DA)",2.532,0.5651,14.43,166.52,38.59,1.101,3.96,4.03,16284,1,83,,,17.48
"  3102 Krok (1981 QA)",2.151,0.4493,8.44,172.05,154.77,1.185,3.12,3.15,15537,0,2561,,,16.17
"  3103 Eger (1982 BB)",1.404,0.3542,20.93,129.73,254.12,0.907,1.90,1.66,15585,0,8370,1,3,15.32
"  3122 Florence (1981 ET3)",1.769,0.4231,22.14,336.05,27.90,1.021,2.52,2.35,16645,0,8818,6,0,14.10
"  3199 Nefertiti (1982 RA)",1.574,0.2842,32.96,339.98,53.43,1.127,2.02,1.98,14939,0,3774,0,1,15.03
"  3200 Phaethon (1983 TB)",1.271,0.8898,22.31,265.10,322.31,0.140,2.40,1.43,14953,0,7070,8,0,14.40
"  3271 Ul (1982 RB)",2.102,0.3956,25.07,158.81,159.08,1.270,2.93,3.05,15184,0,263,,,16.58
"  3288 Seleucus (1982 DV)",2.035,0.4549,5.93,218.61,349.35,1.109,2.96,2.9,15539,0,2591,,,15.35
"  3352 McAuliffe (1981 CW)",1.879,0.3691,4.77,107.33,16.07,1.185,2.57,2.58,15947,0,2522,,,15.97
"  3360 Syrinx (1981 VA)",2.468,0.7457,21.14,242.46,63.56,0.628,4.31,3.88,15056,0,646,,,16.04
"  3361 Orpheus (1982 HR)",1.21,0.3229,2.66,188.68,302.34,0.820,1.60,1.33,14651,0,2744,2,0,19.56
"  3362 Khufu (1984 QA)",0.9895,0.4685,9.92,152.40,55.09,0.526,1.45,0.984,7394,1,262,,,18.52
"  3551 Verenia (1983 RD)",2.093,0.4870,9.51,173.78,193.30,1.074,3.11,3.03,14828,0,593,,,16.71
"  3552 Don Quixote (1983 SA)",4.267,0.7073,31.06,349.96,316.53,1.249,7.29,8.81,14821,0,1421,,,13.05
"  3553 Mera (1985 JA)",1.645,0.3199,36.78,232.49,288.88,1.118,2.17,2.11,14388,0,1575,,,16.43
"  3554 Amun (1986 EB)",0.974,0.2806,23.36,358.60,359.42,0.701,1.25,0.961,12044,0,1979,,,15.91
"  3671 Dionysus (1984 KD)",2.2,0.5420,13.54,82.05,204.33,1.008,3.39,3.26,14475,0,1117,,,16.50
"  3691 Bede (1982 FT)",1.774,0.2844,20.35,348.70,235.08,1.270,2.28,2.36,17839,0,7762,,,14.95
"  3752 Camillo (1985 PA)",1.414,0.3016,55.56,147.96,312.22,0.987,1.84,1.68,17705,0,2947,4,4,15.19
"  3753 Cruithne (1986 TO)",0.9978,0.5148,19.80,126.19,43.88,0.484,1.51,0.997,18613,0,1501,,,15.47
"  3757 Anagolay (1982 XB)",1.834,0.4459,3.87,74.93,17.24,1.017,2.65,2.48,15208,0,209,0,2,19.04
"  3838 Epona (1986 WA)",1.505,0.7027,29.20,235.47,49.72,0.447,2.56,1.85,13623,0,1516,,,15.69
"  3908 Nyx (1980 PA)",1.928,0.4592,2.19,261.20,126.65,1.042,2.81,2.68,15998,0,2061,15,1,17.45
"  3988 Huma (1986 LA)",1.545,0.3166,10.77,229.79,86.91,1.056,2.03,1.92,13904,0,680,,,17.94
"  4015 Wilson-Harrington (1979 VA)",2.626,0.6312,2.80,266.73,95.52,0.968,4.28,4.25,27140,0,1514,,,16.19
"  4034 Vishnu (1986 PA)",1.06,0.4441,11.17,157.89,296.70,0.589,1.53,1.09,13881,0,808,0,1,18.52
"  4055 Magellan (1985 DO2)",1.82,0.3261,23.25,164.82,154.38,1.227,2.41,2.46,14325,0,10732,,,14.94
"  4179 Toutatis (1989 AC)",2.543,0.6248,0.45,125.36,277.88,0.954,4.13,4.06,33107,0,6798,33,28,15.31
"  4183 Cuno (1959 LM)",1.981,0.6361,6.67,294.35,237.02,0.721,3.24,2.79,23863,0,3820,1,0,14.17
"  4197 Morpheus (1982 TA)",2.295,0.7724,12.60,7.01,122.55,0.522,4.07,3.48,25596,0,1184,4,2,15.03
"  4257 Ubasti (1987 QA)",1.647,0.4683,40.72,169.15,278.94,0.876,2.42,2.11,13456,0,1705,,,15.96
"  4341 Poseidon (1987 KF)",1.834,0.6800,11.84,108.03,15.83,0.587,3.08,2.48,13304,0,900,,,16.08
"  4401 Aditi (1985 TB)",2.584,0.5633,26.63,22.78,68.15,1.128,4.04,4.15,13625,0,1318,,,16.12
"  4450 Pan (1987 SY)",1.443,0.5866,5.52,311.70,291.94,0.596,2.29,1.73,31367,0,1513,1,0,17.28
"  4486 Mithra (1987 SB)",2.205,0.6620,3.04,82.18,169.12,0.745,3.67,3.28,13460,0,1882,8,9,15.61
"  4487 Pocahontas (1987 UA)",1.73,0.2966,16.41,198.10,173.99,1.217,2.24,2.28,13058,0,776,,,17.49
"  4503 Cleobulus (1989 WM)",2.703,0.5247,2.51,45.94,76.25,1.285,4.12,4.44,15986,0,1389,,,15.82
"  4544 Xanthus (1989 FB)",1.042,0.2501,14.14,23.95,333.83,0.781,1.30,1.06,12841,0,2392,0,1,17.38
"  4581 Asclepius (1989 FC)",1.023,0.3570,4.92,180.20,255.38,0.658,1.39,1.03,11706,0,424,2,2,20.74
"  4596 (1981 QB)",2.24,0.5200,37.07,154.19,248.42,1.075,3.40,3.35,15718,0,930,,,16.46
"  4660 Nereus (1982 DB)",1.485,0.3587,1.45,313.11,159.54,0.952,2.02,1.81,15434,0,4994,20,17,18.75
"  4688 (1980 WF)",2.232,0.5179,6.38,241.23,213.80,1.076,3.39,3.34,14739,0,332,,,19.60
"  4769 Castalia (1989 PB)",1.063,0.4832,8.88,325.51,121.44,0.549,1.58,1.1,12847,0,776,8,7,17.50
"  4947 Ninkasi (1988 TJ1)",1.37,0.1685,15.65,215.43,192.93,1.139,1.60,1.6,16577,0,835,,,18.08
"  4953 (1990 MU)",1.621,0.6574,24.38,77.53,77.93,0.555,2.69,2.06,18338,0,2784,0,2,14.94
"  4954 Eric (1990 SQ)",2.001,0.4494,17.43,358.41,52.62,1.102,2.90,2.83,18019,0,5258,,,12.54
"  4957 Brucemurray (1990 XJ)",1.565,0.2189,35.01,254.88,97.48,1.223,1.91,1.96,17462,0,2171,,,15.11
"  5011 Ptah (6743 P-L)",1.636,0.5001,7.41,10.63,105.94,0.818,2.45,2.09,23011,0,639,,,16.70
"  5131 (1990 BG)",1.486,0.5692,36.44,110.34,135.87,0.640,2.33,1.81,16563,0,2662,,,14.83
"  5143 Heracles (1991 VL)",1.835,0.7710,8.98,309.09,228.22,0.420,3.25,2.49,25866,0,4746,1,0,14.06
"  5189 (1990 UQ)",1.552,0.4783,3.58,135.05,159.95,0.809,2.29,1.93,12135,0,1789,4,1,17.84
"  5324 Lyapunov (1987 SL)",2.982,0.6052,19.62,352.16,321.13,1.177,4.79,5.15,13252,0,390,,,15.34
"  5332 Davidaguilar (1990 DA)",2.163,0.4557,25.52,142.77,306.07,1.177,3.15,3.18,18615,0,6039,,,15.04
"  5370 Taranis (1986 RA)",3.319,0.6370,19.17,177.79,161.31,1.205,5.43,6.05,13632,0,354,,,15.23
"  5381 Sekhmet (1991 JY)",0.9475,0.2964,48.97,58.53,37.42,0.667,1.23,0.922,12108,0,683,1,0,16.75
"  5496 (1973 NA)",2.435,0.6350,68.00,101.04,117.98,0.889,3.98,3.8,17771,0,261,,,16.15
"  5587 (1990 SB)",2.4,0.5441,18.07,189.85,86.96,1.094,3.71,3.72,25870,0,4891,,,13.89
"  5590 (1990 VA)",0.9864,0.2802,14.18,216.26,34.47,0.710,1.26,0.98,2218,2,67,,,19.91
"  5604 (1992 FE)",0.9286,0.4061,4.71,311.89,82.68,0.552,1.31,0.895,14344,0,1179,6,0,17.38
"  5620 Jasonwheeler (1990 OA)",2.159,0.4228,7.87,128.65,153.76,1.246,3.07,3.17,25051,0,650,,,17.12
"  5626 Melissabrucker (1991 FE)",2.195,0.4547,3.85,173.10,231.87,1.197,3.19,3.25,19632,0,4486,,,14.34
"  5645 (1990 SP)",1.355,0.3873,13.51,45.71,48.27,0.830,1.88,1.58,18196,0,1719,0,1,17.23
"  5646 (1990 TR)",2.144,0.4357,7.91,14.10,335.77,1.210,3.08,3.14,12448,0,2538,,,15.51
"  5653 Camarillo (1992 WD5)",1.794,0.3042,6.87,9.89,122.62,1.248,2.34,2.4,18278,0,3846,,,16.22
"  5660 (1974 MA)",1.785,0.7621,38.14,302.12,127.04,0.425,3.15,2.39,18360,0,725,1,1,15.50
"  5693 (1993 EA)",1.271,0.5851,5.06,96.98,258.98,0.527,2.01,1.43,14717,0,2847,,,16.79
"  5731 Zeus (1988 VP4)",2.266,0.6521,11.20,280.59,218.43,0.788,3.74,3.41,13110,0,1524,,,15.46
"  5751 Zao (1992 AC)",2.101,0.4254,16.07,121.63,25.46,1.207,3.00,3.05,12991,0,2836,,,14.96
"  5786 Talos (1991 RC)",1.081,0.8268,23.22,161.28,8.39,0.187,1.98,1.12,12085,0,1478,,,17.19
"  5797 Bivoj (1980 AA)",1.894,0.4443,4.19,298.92,168.64,1.052,2.74,2.61,15950,0,454,,,18.88
"  5828 (1991 AM)",1.698,0.6949,30.12,125.42,152.77,0.518,2.88,2.21,12317,0,1400,,,15.98
"  5836 (1993 MF)",2.441,0.5365,7.94,238.71,78.09,1.131,3.75,3.81,15865,0,2244,,,15.00
"  5863 Tara (1983 RB)",2.222,0.5065,19.49,168.76,115.62,1.097,3.35,3.31,15000,0,1476,,,15.84
"  5869 Tanith (1988 VN4)",1.812,0.3213,17.93,227.85,230.86,1.230,2.39,2.44,16826,0,963,,,17.22
"  5879 Almeria (1992 CH1)",1.625,0.2892,21.57,145.83,355.78,1.155,2.09,2.07,11928,0,1773,,,17.62
"  6037 (1988 EG)",1.272,0.4997,3.51,182.18,242.32,0.636,1.91,1.43,13260,0,1100,5,4,18.87
"  6047 (1991 TB1)",1.455,0.3521,23.47,6.07,103.82,0.942,1.97,1.75,13449,0,857,,,17.84
"  6050 Miwablock (1992 AE)",2.202,0.4372,6.41,88.15,285.05,1.239,3.17,3.27,26164,0,2789,,,15.01
"  6053 (1993 BW3)",2.147,0.5287,21.58,318.23,74.93,1.012,3.28,3.15,17464,0,3294,,,15.10
"  6063 Jason (1984 KB)",2.22,0.7622,4.96,169.03,337.61,0.528,3.91,3.31,23245,0,1317,7,3,16.02
"  6178 (1986 DA)",2.815,0.5845,4.31,64.49,127.48,1.169,4.46,4.72,17192,0,1354,1,1,15.75
"  6239 Minos (1989 QF)",1.151,0.4126,3.94,344.53,239.77,0.676,1.63,1.23,14890,0,1502,3,0,18.61
"  6455 (1992 HE)",2.24,0.5728,37.34,26.89,262.75,0.957,3.52,3.35,12531,0,5113,,,14.10
"  6456 Golombek (1992 OM)",2.193,0.4090,8.22,313.57,347.10,1.296,3.09,3.25,16409,0,2118,,,16.07
"  6489 Golevka (1991 JX)",2.484,0.6151,2.27,209.42,68.66,0.956,4.01,3.91,8968,0,1017,20,20,19.22
"  6491 (1991 OA)",2.506,0.5917,6.00,301.00,324.73,1.023,3.99,3.97,11898,0,202,,,18.72
"  6569 Ondaatje (1993 MO)",1.626,0.2209,22.64,111.46,167.30,1.267,1.99,2.07,14872,0,5799,,,16.65
"  6611 (1993 VW)",1.696,0.4846,8.70,230.77,281.59,0.874,2.52,2.21,15298,0,1439,,,16.90
"  7025 (1993 QA)",1.476,0.3150,12.61,146.59,323.45,1.011,1.94,1.79,10919,0,963,3,0,18.08
"  7088 Ishtar (1992 AA)",1.981,0.3903,8.30,102.61,354.78,1.208,2.75,2.79,15918,0,1463,,,16.84
"  7092 Cadmus (1992 LC)",2.545,0.6935,17.79,56.72,94.77,0.780,4.31,4.06,16152,0,1451,,,15.12
"  7236 (1987 PA)",2.727,0.5598,16.37,308.24,338.24,1.200,4.25,4.5,13249,0,274,,,18.32
"  7335 (1989 JA)",1.772,0.4846,15.17,61.28,232.27,0.913,2.63,2.36,12808,0,2648,4,5,17.70
"  7336 Saunders (1989 RS1)",2.306,0.4815,7.20,174.46,181.56,1.196,3.42,3.5,15326,0,1159,,,18.91
"  7341 (1991 VK)",1.841,0.5061,5.41,294.73,173.48,0.909,2.77,2.5,11636,0,2443,10,3,16.96
"  7350 (1993 VA)",1.356,0.3911,7.26,133.05,336.70,0.826,1.89,1.58,22185,0,2074,,,17.18
"  7358 Oze (1995 YA3)",2.199,0.5020,4.66,265.42,92.31,1.095,3.30,3.26,23682,0,7997,,,14.74
"  7474 (1992 TC)",1.565,0.2923,7.09,88.60,275.65,1.108,2.02,1.96,11963,0,462,,,18.11
"  7480 Norwan (1994 PC)",1.568,0.3171,9.45,124.36,256.87,1.071,2.06,1.96,15029,0,1202,,,17.24
"  7482 (1994 PC1)",1.349,0.3294,33.47,117.85,47.49,0.904,1.79,1.57,18247,0,1491,2,2,16.66
"  7753 (1988 XB)",1.467,0.4817,3.12,73.39,280.08,0.761,2.17,1.78,12528,0,1305,8,9,18.02
"  7822 (1991 CS)",1.123,0.1646,37.12,156.84,249.45,0.938,1.31,1.19,11845,0,3958,0,4,17.34
"  7839 (1994 ND)",2.165,0.5187,27.12,102.51,228.32,1.042,3.29,3.19,10752,0,202,,,17.83
"  7888 (1993 UC)",2.438,0.6631,26.07,165.89,323.01,0.821,4.05,3.81,12427,0,1430,5,0,15.19
"  7889 (1994 LX)",1.262,0.3463,36.91,111.26,349.18,0.825,1.70,1.42,17223,0,5301,2,2,15.32
"  7977 (1977 QQ5)",2.226,0.4664,25.17,134.13,248.11,1.188,3.26,3.32,24942,0,1780,,,15.19
"  8013 Gordonmoore (1990 KA)",2.202,0.4316,7.59,105.36,147.20,1.252,3.15,3.27,26418,0,811,,,17.09
"  8014 (1990 MF)",1.747,0.4560,1.87,209.84,114.73,0.951,2.54,2.31,12294,0,1272,9,12,18.88
"  8034 Akka (1992 LR)",1.83,0.4090,2.02,232.82,68.19,1.082,2.58,2.48,11703,0,717,,,18.01
"  8035 (1992 TB)",1.342,0.4624,28.30,185.61,6.12,0.722,1.96,1.55,11389,0,1498,,,17.12
"  8037 (1993 HO1)",1.987,0.4174,5.91,22.38,105.73,1.157,2.82,2.8,15911,0,1908,,,16.63
"  8176 (1991 WA)",1.575,0.6432,39.59,66.51,241.88,0.562,2.59,1.98,11725,0,951,,,17.02
"  8201 (1994 AH2)",2.539,0.7061,9.54,164.09,25.13,0.746,4.33,4.05,15267,0,904,0,1,15.95
"  8507 (1991 CB1)",1.687,0.5944,14.58,317.41,345.77,0.684,2.69,2.19,12132,0,617,,,17.21
"  8566 (1996 EN)",1.506,0.4302,37.97,164.12,125.13,0.858,2.15,1.85,14969,0,3627,,,16.48
"  8567 (1996 HW1)",2.045,0.4493,8.45,177.10,177.30,1.126,2.96,2.92,25160,0,5424,6,6,15.36
"  8709 Kadlu (1994 JF1)",2.526,0.4925,3.53,118.97,153.85,1.282,3.77,4.01,12111,0,552,,,17.07
"  9058 (1992 JB)",1.557,0.3596,16.09,218.30,307.06,0.997,2.12,1.94,11956,0,930,,,17.93
"  9162 Kwiila (1987 OA)",1.497,0.5956,9.01,179.99,235.83,0.605,2.39,1.83,13109,0,776,,,18.02
"  9172 Abhramu (1989 OB)",2.709,0.5527,7.84,287.57,74.17,1.212,4.21,4.46,12758,0,406,,,16.64
"  9202 (1993 PB)",1.424,0.6078,40.80,315.89,212.36,0.558,2.29,1.7,11367,0,2150,,,16.12
"  9400 (1994 TW1)",2.587,0.5809,36.00,3.36,62.14,1.084,4.09,4.16,12088,0,2267,,,14.84
"  9856 (1991 EE)",2.242,0.6258,9.83,168.11,116.18,0.839,3.65,3.36,11992,0,1308,3,1,17.11
"  9950 ESA (1990 VB)",2.438,0.5327,14.60,253.45,103.60,1.140,3.74,3.81,12269,0,803,,,16.21
" 10115 (1992 SK)",1.249,0.3250,15.32,8.89,233.69,0.843,1.65,1.4,25925,0,2187,10,7,17.12
" 10145 (1994 CK1)",1.901,0.6326,4.55,328.38,27.45,0.698,3.10,2.62,11076,0,1377,,,17.01
" 10150 (1994 PN)",2.375,0.5440,45.95,112.97,234.04,1.083,3.67,3.66,11015,0,1171,,,15.47
" 10165 (1995 BL2)",1.235,0.5037,23.90,312.42,348.46,0.613,1.86,1.37,12272,0,1194,,,17.36
" 10302 (1989 ML)",1.273,0.1370,4.38,104.27,183.65,1.098,1.45,1.44,12250,0,1230,,,19.45
" 10563 Izhdubar (1993 WD)",1.007,0.2662,63.47,56.56,132.20,0.739,1.27,1.01,11187,0,659,,,16.94
" 10636 (1998 QK56)",1.884,0.5129,13.58,172.93,286.31,0.918,2.85,2.59,25325,0,814,1,0,17.70
" 10860 (1995 LE)",2.578,0.5740,4.15,257.19,75.53,1.098,4.06,4.14,10717,0,774,,,17.32
" 11054 (1991 FA)",1.979,0.4467,3.08,339.05,92.34,1.095,2.86,2.78,31416,0,1431,,,17.07
" 11066 Sigurd (1992 CC1)",1.392,0.3754,36.88,349.22,22.03,0.869,1.91,1.64,17210,0,2202,4,1,15.23
" 11284 Belenus (1990 BA)",1.74,0.3373,1.99,311.71,171.13,1.153,2.33,2.3,26602,0,783,,,18.26
" 11311 Peleus (1993 XN2)",2.117,0.5359,25.49,59.32,313.45,0.983,3.25,3.08,11253,0,855,,,15.87
" 11398 (1998 YP11)",1.721,0.3895,15.02,144.74,74.76,1.050,2.39,2.26,15246,0,3644,,,16.41
" 11405 (1999 CV3)",1.46,0.3939,22.86,141.25,96.40,0.885,2.03,1.76,16782,0,6856,,,15.27
" 11500 Tomaiyowit (1989 UR)",1.08,0.3558,10.31,234.39,289.52,0.696,1.46,1.12,10889,0,1243,0,1,18.37
" 11885 Summanus (1990 SS)",1.703,0.4744,19.43,359.78,116.20,0.895,2.51,2.22,12032,0,397,,,18.52
" 12538 (1998 OH)",1.542,0.4058,24.54,220.69,321.79,0.916,2.17,1.91,12047,0,11308,0,1,15.97
" 12711 Tukmit (1991 BB)",1.186,0.2722,38.49,294.96,322.88,0.863,1.51,1.29,11750,0,3271,0,3,16.04
" 12923 Zephyr (1999 GK4)",1.963,0.4918,5.30,168.17,147.13,0.998,2.93,2.75,25366,0,2643,,,15.82
" 13553 Masaakikoyama (1992 JE)",2.189,0.4637,5.88,193.46,109.95,1.174,3.20,3.24,16407,0,2160,,,16.54
" 13651 (1997 BR)",1.335,0.3057,17.25,116.63,133.86,0.927,1.74,1.54,15689,0,1094,0,2,17.89
" 14402 (1991 DB)",1.715,0.4016,11.41,158.14,51.55,1.026,2.40,2.25,11935,0,684,,,18.77
" 14827 Hypnos (1986 JK)",2.841,0.6649,1.98,57.93,238.19,0.952,4.73,4.79,14033,0,322,0,11,18.75
" 15745 Yuliya (1991 PM5)",1.72,0.2555,14.43,132.58,140.66,1.280,2.16,2.25,15145,0,1631,,,17.41
" 15817 Lucianotesi (1994 QC)",1.324,0.1182,13.87,162.47,94.29,1.168,1.48,1.52,10731,0,1939,,,18.47
" 16064 Davidharvey (1999 RH27)",2.849,0.5894,4.54,335.55,104.75,1.170,4.53,4.81,10726,0,1054,,,16.86
" 16636 (1993 QP)",2.31,0.4677,7.21,296.77,47.38,1.230,3.39,3.51,10363,0,986,,,18.78
" 16657 (1993 UB)",2.277,0.4608,24.95,31.19,21.30,1.228,3.33,3.44,11303,0,687,,,16.69
" 16816 (1997 UF9)",1.442,0.6038,25.92,37.14,158.01,0.571,2.31,1.73,9830,0,1737,,,16.26
" 16834 (1997 WU22)",1.468,0.4421,16.00,260.76,334.39,0.819,2.12,1.78,13143,0,3491,1,1,15.80
" 16912 Rhiannon (1998 EP8)",1.751,0.2726,24.52,169.17,221.25,1.274,2.23,2.32,11627,0,301,,,17.91
" 16960 (1998 QS52)",2.201,0.8590,17.52,260.15,243.25,0.310,4.09,3.26,15088,0,2471,,,14.42
" 17181 (1999 UM3)",2.37,0.6740,10.65,113.56,36.78,0.773,3.97,3.65,25177,0,1149,,,16.78
" 17182 (1999 VU)",1.387,0.5533,9.26,333.48,203.23,0.620,2.15,1.63,16943,0,1422,,,17.14
" 17188 (1999 WC2)",2.216,0.6369,29.45,269.76,287.25,0.805,3.63,3.3,12463,0,771,1,0,16.40
" 17274 (2000 LC16)",2.731,0.5539,5.57,305.70,21.35,1.219,4.24,4.51,24909,0,1926,,,16.87
" 17511 (1992 QN)",1.19,0.3587,9.58,355.89,202.44,0.763,1.62,1.3,11312,0,2776,0,1,17.32
" 18106 Blume (2000 NX3)",2.443,0.5120,4.22,109.17,234.96,1.192,3.69,3.82,16923,0,582,,,17.78
" 18109 (2000 NG11)",1.881,0.3679,0.81,59.54,319.26,1.189,2.57,2.58,26450,0,1554,,,17.19
" 18172 (2000 QL7)",2.425,0.5111,17.83,338.45,100.71,1.186,3.67,3.78,17094,0,4564,,,15.69
" 18736 (1998 NU)",2.349,0.4910,2.81,297.43,222.92,1.196,3.50,3.6,25697,0,1704,,,15.99
" 18882 (1999 YN4)",1.685,0.2320,36.81,291.67,242.69,1.294,2.08,2.19,25685,0,3145,,,16.15
" 19356 (1997 GH3)",2.512,0.5576,3.01,186.48,334.13,1.111,3.91,3.98,10260,0,657,,,17.01
" 19764 (2000 NF5)",2.235,0.4428,1.33,281.40,9.75,1.245,3.22,3.34,11973,0,3134,,,16.11
" 20086 (1994 LW)",3.176,0.6253,21.79,237.14,57.78,1.190,5.16,5.66,10789,0,538,,,16.68
" 20236 (1998 BZ7)",2.034,0.5610,6.51,111.23,104.58,0.893,3.17,2.9,9724,0,352,,,17.70
" 20255 (1998 FX2)",2.151,0.4922,9.96,180.93,17.56,1.092,3.21,3.15,9044,0,676,,,18.45
" 20425 (1998 VD35)",1.565,0.4764,6.99,227.25,296.32,0.819,2.31,1.96,2448,1,51,,,20.51
" 20429 (1998 YN1)",1.556,0.4642,6.30,61.73,147.72,0.834,2.28,1.94,9205,0,635,,,17.73
" 20460 Robwhiteley (1999 LO28)",1.877,0.4116,33.95,279.99,283.75,1.104,2.65,2.57,25218,0,5418,,,15.42
" 20790 (2000 SE45)",2.753,0.5561,8.29,302.85,168.95,1.222,4.28,4.57,11747,0,936,,,16.64
" 20826 (2000 UV13)",2.418,0.6362,31.92,347.28,198.70,0.880,3.96,3.76,25938,0,3683,,,13.89
" 21088 Chelyabinsk (1992 BL2)",1.706,0.2384,38.45,297.83,27.16,1.300,2.11,2.23,12666,0,7126,,,14.42
" 21277 (1996 TO5)",2.378,0.5204,20.95,167.35,250.16,1.141,3.62,3.67,12548,0,1023,,,16.18
" 21374 (1997 WS22)",1.269,0.1207,23.98,59.19,197.28,1.116,1.42,1.43,18265,0,2277,1,0,17.45
" 22099 (2000 EX106)",1.104,0.2762,9.85,136.43,186.56,0.799,1.41,1.16,11016,0,2341,,,18.09
" 22753 (1998 WT)",1.219,0.5699,3.20,307.36,324.80,0.524,1.91,1.35,25162,0,1139,6,2,17.69
" 22771 (1999 CU3)",1.576,0.5243,11.40,338.91,305.83,0.750,2.40,1.98,9090,0,2684,5,1,16.96
" 23183 (2000 OY21)",1.824,0.4009,40.97,119.63,301.48,1.093,2.56,2.46,11037,0,1359,,,16.07
" 23187 (2000 PN9)",1.847,0.5893,51.33,164.29,293.53,0.759,2.94,2.51,12367,0,2257,6,2,16.06
